close,date,high,low,open,quoteVolume,volume,weightedAverage
0.06951661,2017-07-23 00:00:00,0.06975466,0.0695166,0.0695166,31.12177387,2.16554453,0.06958294
0.0695011,2017-07-23 00:05:00,0.06963731,0.0695011,0.06951661,54.4183547,3.78629657,0.06957756
0.06938795,2017-07-23 00:10:00,0.06963444,0.06938795,0.0695011,109.98335844,7.65046303,0.06956018
0.06949999,2017-07-23 00:15:00,0.06957954,0.06934799,0.06957954,45.46389096,3.15326822,0.06935764
0.06942692,2017-07-23 00:20:00,0.06942743,0.06910523,0.06934804,76.86369619,5.32559084,0.06928616
0.06948924,2017-07-23 00:25:00,0.06974498,0.06905323,0.06910523,87.58629166,6.0832649,0.06945453
0.06915129,2017-07-23 00:30:00,0.06974485,0.06915129,0.06948924,112.69684416,7.81882826,0.0693793
0.0693,2017-07-23 00:35:00,0.06945113,0.06900001,0.0691513,25.95071363,1.79305912,0.06909479
0.06921277,2017-07-23 00:40:00,0.06963727,0.06908997,0.06925817,52.83282211,3.66443057,0.06935897
0.06918432,2017-07-23 00:45:00,0.06921273,0.06913699,0.06921273,27.60433106,1.9098962,0.06918828
0.0691842,2017-07-23 00:50:00,0.06918431,0.0691,0.06910001,4.92051177,0.34003727,0.06910607
0.06918424,2017-07-23 00:55:00,0.06918425,0.0691842,0.0691842,27.37717448,1.89406901,0.06918424
0.06910009,2017-07-23 01:00:00,0.0693657,0.0691,0.06918425,47.44356085,3.28181452,0.06917302
0.06906582,2017-07-23 01:05:00,0.06924009,0.06902187,0.0691001,32.11751761,2.21855031,0.06907602
0.06904453,2017-07-23 01:10:00,0.06904456,0.06902187,0.06904456,28.66125269,1.9785888,0.06903357
0.06904451,2017-07-23 01:15:00,0.06904453,0.069,0.06904452,32.17708191,2.22036946,0.06900468
0.06904451,2017-07-23 01:20:00,0.06904451,0.06902229,0.06904451,19.37754076,1.33771051,0.06903407
0.06904449,2017-07-23 01:25:00,0.06904451,0.069,0.06904451,76.63640332,5.28934036,0.06901864
0.06902228,2017-07-23 01:30:00,0.06904449,0.06902228,0.06904448,13.69424658,0.94527901,0.06902745
0.06909999,2017-07-23 01:35:00,0.06909999,0.06902228,0.06904398,32.97146123,2.27649123,0.06904429
0.06902229,2017-07-23 01:40:00,0.06910008,0.069,0.06907437,14.33246955,0.98957344,0.06904416
0.06935,2017-07-23 01:45:00,0.06935,0.069,0.06902228,28.29208727,1.95895446,0.06924036
0.06949999,2017-07-23 01:50:00,0.06949999,0.06935,0.06936567,12.51792078,0.86919888,0.06943636
0.0694627,2017-07-23 01:55:00,0.06949999,0.06935,0.06949999,14.63202938,1.01622227,0.0694519
