close,date,high,low,open,quoteVolume,volume,weightedAverage
0.00010159,2017-06-09 00:00:00,0.0001019,0.00010159,0.00010181,265500.499906,27.03483555,0.00010182
0.00010169,2017-06-09 00:05:00,0.00010188,0.0001015,0.00010181,200593.163517,20.40942361,0.00010174
0.00010168,2017-06-09 00:10:00,0.00010188,0.00010114,0.00010169,593216.11659,60.23594634,0.00010154
0.00010305,2017-06-09 00:15:00,0.00010314,0.00010168,0.00010168,1395872.04271,142.96833352,0.00010242
0.00010294,2017-06-09 00:20:00,0.00010314,0.00010261,0.00010311,827718.389911,85.25797768,0.000103
0.000103,2017-06-09 00:25:00,0.00010313,0.00010228,0.00010292,472462.356663,48.48882303,0.00010263
0.00010386,2017-06-09 00:30:00,0.00010392,0.00010253,0.0001026,947805.245775,98.03652059,0.00010343
0.00010416,2017-06-09 00:35:00,0.00010433,0.00010386,0.00010386,794116.124085,82.65212974,0.00010408
0.00010405,2017-06-09 00:40:00,0.00010436,0.00010403,0.00010416,620283.556879,64.59765359,0.00010414
0.00010478,2017-06-09 00:45:00,0.00010478,0.00010404,0.00010405,1397289.19015,145.98110323,0.00010447
0.00010485,2017-06-09 00:50:00,0.00010521,0.00010441,0.00010476,1322325.28506,138.73058526,0.00010491
0.00010525,2017-06-09 00:55:00,0.000106,0.00010459,0.00010493,2747633.08659,289.96247166,0.00010553
0.00010454,2017-06-09 01:00:00,0.0001054,0.00010454,0.00010526,571445.859679,60.05976423,0.0001051
0.00010467,2017-06-09 01:05:00,0.000105,0.00010404,0.0001046,1040275.18916,108.72083776,0.00010451
0.00010481,2017-06-09 01:10:00,0.000105,0.00010436,0.00010467,398797.304612,41.74533077,0.00010467
0.00010461,2017-06-09 01:15:00,0.00010502,0.00010459,0.0001046,775699.48593,81.23132315,0.00010472
0.0001041,2017-06-09 01:20:00,0.00010499,0.0001041,0.00010474,1184601.50471,123.62424002,0.00010435
0.00010414,2017-06-09 01:25:00,0.00010427,0.00010406,0.0001041,213950.003562,22.27992872,0.00010413
0.0001044,2017-06-09 01:30:00,0.00010477,0.00010414,0.00010414,406093.082686,42.4350643,0.00010449
0.0001043,2017-06-09 01:35:00,0.00010458,0.00010415,0.0001045,257379.091911,26.84807881,0.00010431
0.00010455,2017-06-09 01:40:00,0.00010469,0.00010406,0.00010429,848782.226181,88.58578605,0.00010436
0.00010417,2017-06-09 01:45:00,0.00010465,0.00010416,0.00010463,316031.803099,33.0255829,0.0001045
0.00010406,2017-06-09 01:50:00,0.00010439,0.00010405,0.00010417,401992.993335,41.85464771,0.00010411
0.0001042,2017-06-09 01:55:00,0.0001042,0.00010404,0.00010406,300895.181398,31.31628624,0.00010407
0.00010407,2017-06-09 02:00:00,0.00010436,0.00010405,0.00010428,163780.123476,17.06221923,0.00010417
0.00010439,2017-06-09 02:05:00,0.00010443,0.00010404,0.00010407,926257.329959,96.531692,0.00010421
0.00010431,2017-06-09 02:10:00,0.00010443,0.0001042,0.00010439,311421.936265,32.49315821,0.00010433
0.00010404,2017-06-09 02:15:00,0.00010441,0.00010403,0.00010422,987058.928599,102.71366656,0.00010406
0.00010318,2017-06-09 02:20:00,0.00010404,0.00010279,0.00010404,2633203.05109,273.21100452,0.00010375
0.00010301,2017-06-09 02:25:00,0.00010328,0.000103,0.0001032,428401.615737,44.18023695,0.00010312
0.00010278,2017-06-09 02:30:00,0.00010303,0.00010276,0.00010303,500687.554486,51.49849852,0.00010285
0.00010355,2017-06-09 02:35:00,0.00010364,0.00010276,0.00010278,480477.849766,49.50066299,0.00010302
0.00010312,2017-06-09 02:40:00,0.00010354,0.000103,0.00010354,426764.546346,44.03070107,0.00010317
0.00010387,2017-06-09 02:45:00,0.00010387,0.00010308,0.00010311,752575.451133,77.64999375,0.00010317
0.00010398,2017-06-09 02:50:00,0.00010414,0.00010369,0.00010371,250915.793327,26.08810242,0.00010397
