close,date,high,low,open,quoteVolume,volume,weightedAverage
0.111,2017-06-12 12:00:00,0.11129901,0.1100001,0.11085,145.01329526,16.00442743,0.11036524
0.111299,2017-06-12 12:05:00,0.1117499,0.111,0.111,156.24727281,17.37874541,0.11122591
0.11258867,2017-06-12 12:10:00,0.11259994,0.11129902,0.11137025,119.34223354,13.35515903,0.11190639
0.11174047,2017-06-12 12:15:00,0.112554,0.11165,0.11200002,111.81912069,12.57195484,0.11243117
0.11288578,2017-06-12 12:20:00,0.11288578,0.11170278,0.11174047,227.95751952,25.65381922,0.11253771
0.1133257,2017-06-12 12:25:00,0.11359003,0.11288577,0.11288578,87.08523011,9.8521617,0.1131324
0.11300499,2017-06-12 12:30:00,0.113686,0.113,0.1133257,31.6696449,3.58647756,0.11324653
0.11365,2017-06-12 12:35:00,0.11365,0.11250756,0.113,349.74076711,39.45615528,0.11281543
0.1154,2017-06-12 12:40:00,0.1154,0.11260003,0.11300001,229.46336757,26.18683197,0.11412205
0.11599998,2017-06-12 12:45:00,0.11681499,0.11480791,0.11480791,455.60202504,52.72503543,0.11572607
0.11532001,2017-06-12 12:50:00,0.11669466,0.1151,0.11599998,90.45915135,10.46652531,0.11570443
0.11599899,2017-06-12 12:55:00,0.11695497,0.11533001,0.11534151,149.8229417,17.46173159,0.11654911
0.11510013,2017-06-12 13:00:00,0.11599901,0.11510013,0.11565205,64.7688253,7.47411503,0.11539679
0.11546002,2017-06-12 13:05:00,0.11616,0.11510003,0.11540001,144.31733299,16.63035924,0.11523466
0.11565996,2017-06-12 13:10:00,0.11656999,0.11484005,0.11607441,528.86661814,60.88128216,0.11511651
0.116,2017-06-12 13:15:00,0.11649497,0.1151,0.11565996,98.90485749,11.48396971,0.11611128
0.11524016,2017-06-12 13:20:00,0.11649494,0.11524016,0.116,78.91171834,9.16310496,0.11611843
0.1144002,2017-06-12 13:25:00,0.1153,0.11440001,0.11524016,147.72518483,16.97889873,0.1149357
0.115115,2017-06-12 13:30:00,0.1153,0.11440019,0.11440021,53.83030033,6.19172882,0.11502311
0.11501,2017-06-12 13:35:00,0.115215,0.11440013,0.11501,80.97642111,9.2944426,0.11477961
0.11431,2017-06-12 13:40:00,0.114995,0.11408277,0.11465603,123.62639741,14.13514758,0.11433761
0.113423,2017-06-12 13:45:00,0.1149949,0.113423,0.11431,205.5229608,23.50615716,0.11437241
0.11476236,2017-06-12 13:50:00,0.11476236,0.113423,0.113423,104.98878703,12.01907367,0.11447959
0.11592976,2017-06-12 13:55:00,0.11596,0.11461001,0.114763,162.44363548,18.77975203,0.1156078
0.11590469,2017-06-12 14:00:00,0.11607622,0.11590469,0.11592976,100.79277034,11.68790563,0.11595976
0.1162,2017-06-12 14:05:00,0.11629999,0.11555798,0.11590469,132.68863816,15.38857583,0.11597508
0.11595,2017-06-12 14:10:00,0.11629997,0.11595,0.11629997,122.88349316,14.27481987,0.11616547
0.11590469,2017-06-12 14:15:00,0.11619999,0.11590469,0.11595001,27.72107024,3.21776037,0.11607633
0.11590472,2017-06-12 14:20:00,0.11632999,0.11590469,0.1159047,88.32157791,10.24119468,0.11595348
0.1163,2017-06-12 14:25:00,0.11647994,0.11590472,0.116,80.62924831,9.38544305,0.11640246
0.11649025,2017-06-12 14:30:00,0.1165,0.1163,0.1163,119.71831643,13.9464346,0.11649374
0.1169695,2017-06-12 14:35:00,0.1169695,0.11649025,0.11649999,103.87168383,12.116937,0.11665293
0.11700053,2017-06-12 14:40:00,0.11759611,0.1169142,0.11696,195.54004207,22.93014543,0.11726572
0.11710702,2017-06-12 14:45:00,0.11759616,0.11710001,0.11710001,141.92510242,16.68292046,0.11754735
0.11710702,2017-06-12 14:50:00,0.11757999,0.11710464,0.11710801,88.15883664,10.3238805,0.11710545
0.11810702,2017-06-12 14:55:00,0.11819998,0.11710702,0.11710702,111.16161578,13.11866473,0.11801434
0.11716027,2017-06-12 15:00:00,0.11810702,0.11700001,0.11810702,88.82949315,10.43622011,0.11748598
0.11807,2017-06-12 15:05:00,0.11820001,0.11692422,0.11716027,145.29071284,17.07513089,0.11752389
0.11790098,2017-06-12 15:10:00,0.11839999,0.11789998,0.1181,117.33303409,13.86156348,0.11813862
0.11780001,2017-06-12 15:15:00,0.11790098,0.11711012,0.11790098,111.2466718,13.08063613,0.11758226
0.1173426,2017-06-12 15:20:00,0.1179,0.11593902,0.11780007,228.10577512,26.69684574,0.11703713
0.11570844,2017-06-12 15:25:00,0.1173426,0.11517791,0.11628919,151.23268739,17.52850648,0.11590421
0.11565689,2017-06-12 15:30:00,0.11652651,0.11436299,0.11570844,250.54483684,28.88991694,0.11530837
0.11520998,2017-06-12 15:35:00,0.11521,0.11426599,0.1151,137.59558738,15.77927174,0.11467861
0.11475063,2017-06-12 15:40:00,0.11570411,0.11444667,0.11499482,83.36176647,9.59054234,0.11504725
0.11480002,2017-06-12 15:45:00,0.11519999,0.11475101,0.11475101,34.07403093,3.92238246,0.11511354
0.11500001,2017-06-12 15:50:00,0.115198,0.11480002,0.11480002,35.74134597,4.10746423,0.11492192
0.11509101,2017-06-12 15:55:00,0.11543999,0.11500001,0.11509997,127.63760886,14.7061674,0.11521813
0.11470001,2017-06-12 16:00:00,0.11543996,0.11470001,0.11519798,49.21802147,5.66231441,0.11504555
0.11470003,2017-06-12 16:05:00,0.11543898,0.11426606,0.11470002,96.65883914,11.08111288,0.11464148
0.11509101,2017-06-12 16:10:00,0.11514998,0.11411003,0.11470003,52.12699845,5.9819515,0.11475725
0.11475057,2017-06-12 16:15:00,0.11514998,0.11415004,0.11509101,114.06454107,13.10510114,0.11489198
0.11500001,2017-06-12 16:20:00,0.11514996,0.11415334,0.11415334,28.64296835,3.28745588,0.11477357
0.11407005,2017-06-12 16:25:00,0.11511,0.11405,0.115,86.53903275,9.89504211,0.11434195
0.1145123,2017-06-12 16:30:00,0.11488,0.11391683,0.11407005,45.66777659,5.20885771,0.1140598
0.1145005,2017-06-12 16:35:00,0.11451231,0.11391684,0.1141005,57.15567612,6.5382247,0.11439327
0.1136,2017-06-12 16:40:00,0.11459994,0.1136,0.11423009,22.23881554,2.53619758,0.11404373
0.11200002,2017-06-12 16:45:00,0.11372324,0.11200002,0.11356,140.55783384,15.89432389,0.11308031
0.11167624,2017-06-12 16:50:00,0.11298765,0.11165244,0.11284,206.89814724,23.22274266,0.11224239
0.11199999,2017-06-12 16:55:00,0.11269898,0.11165248,0.11167624,136.62342305,15.27280945,0.11178763
0.11219995,2017-06-12 17:00:00,0.1126651,0.11129903,0.11199999,412.22853274,46.23076464,0.11214838
0.11379999,2017-06-12 17:05:00,0.11379999,0.11129902,0.11200001,462.35121303,52.34604,0.11321704
0.11187007,2017-06-12 17:10:00,0.11345897,0.11187007,0.11200014,128.57998689,14.54617683,0.1131294
0.11187,2017-06-12 17:15:00,0.11217001,0.11153554,0.11217001,95.25078902,10.64024997,0.11170773
0.11153543,2017-06-12 17:20:00,0.11249993,0.11129902,0.11164002,169.13236825,18.90293273,0.11176413
0.1105073,2017-06-12 17:25:00,0.11155999,0.11050004,0.11153543,230.49064679,25.56313805,0.11090748
0.1104,2017-06-12 17:30:00,0.11098095,0.1100001,0.110507,186.77071078,20.65439009,0.11058687
0.10850003,2017-06-12 17:35:00,0.11032,0.10825872,0.11009477,158.1401798,17.30788007,0.10944644
0.1096056,2017-06-12 17:40:00,0.10998409,0.10740598,0.1085204,517.10212066,55.97528196,0.10824802
0.11186999,2017-06-12 17:45:00,0.11193829,0.1083,0.1096056,352.24809481,39.15259144,0.11115061
0.11141111,2017-06-12 17:50:00,0.11224177,0.11000003,0.11186999,82.72726516,9.25657979,0.11189273
0.11099996,2017-06-12 17:55:00,0.11163999,0.11000001,0.1116399,12.70902552,1.41034976,0.11097229
0.11160001,2017-06-12 18:00:00,0.11196294,0.11000101,0.11090101,176.15818003,19.61172328,0.11133018
0.11239425,2017-06-12 18:05:00,0.11239914,0.1116,0.11196294,172.97721985,19.36131542,0.11192985
0.11170001,2017-06-12 18:10:00,0.11280098,0.1117,0.11239425,63.84215017,7.158196,0.11212335
0.1123,2017-06-12 18:15:00,0.11280097,0.11170002,0.111701,80.09678984,8.99502932,0.11230199
0.1123,2017-06-12 18:20:00,0.11230001,0.112,0.1122994,80.31522298,9.01938153,0.11229977
