close,date,high,low,open,quoteVolume,volume,weightedAverage
0.0118079,2017-06-22 12:00:00,0.011946,0.01171512,0.01187686,1990.53591536,23.46663044,0.0117891
0.01182456,2017-06-22 12:05:00,0.01182456,0.01175118,0.0118079,82.58500766,0.97556036,0.0118128
0.01187763,2017-06-22 12:10:00,0.01187992,0.011823,0.011823,473.16613953,5.60190179,0.01183918
0.011878,2017-06-22 12:15:00,0.011878,0.01174117,0.01187763,129.34897693,1.52980801,0.01182698
0.01180775,2017-06-22 12:20:00,0.01187766,0.01171542,0.01187766,517.24558382,6.06785192,0.01173108
0.011892,2017-06-22 12:25:00,0.011892,0.01180522,0.01180522,346.62845154,4.1189837,0.01188299
0.01189195,2017-06-22 12:30:00,0.01191999,0.01175001,0.011892,389.08094757,4.60429171,0.01183376
0.0118,2017-06-22 12:35:00,0.01190388,0.0118,0.01190388,65.6760429,0.77509073,0.01180172
0.0117765,2017-06-22 12:40:00,0.01190986,0.01177646,0.011801,196.7395618,2.32483513,0.01181681
0.01186997,2017-06-22 12:45:00,0.01187,0.01177641,0.01185,100.82118842,1.19105976,0.01181358
0.01184734,2017-06-22 12:50:00,0.01190698,0.0117766,0.0118566,312.09196128,3.69309741,0.01183336
0.01181665,2017-06-22 12:55:00,0.01183846,0.01177709,0.01177709,162.47815334,1.91641394,0.0117949
0.01172125,2017-06-22 13:00:00,0.01183845,0.01172125,0.01181665,684.70479492,8.05440892,0.01176333
0.0118,2017-06-22 13:05:00,0.0118218,0.01171544,0.01172125,153.04808852,1.79369413,0.0117198
0.0118,2017-06-22 13:10:00,0.0118218,0.01171511,0.01179989,174.39944074,2.04533442,0.01172787
0.01179975,2017-06-22 13:15:00,0.01179999,0.01172,0.01179999,3.14432214,0.03691913,0.01174152
0.0118382,2017-06-22 13:20:00,0.01183821,0.011731,0.01179975,72.13867367,0.8506323,0.01179162
0.01167029,2017-06-22 13:25:00,0.01177791,0.01162852,0.01175,1909.18394131,22.33422205,0.0116983
0.01179166,2017-06-22 13:30:00,0.01183361,0.0116,0.01167029,1890.44859713,22.00539996,0.0116403
0.01168108,2017-06-22 13:35:00,0.01178823,0.01159066,0.01178823,141.85991111,1.65101257,0.01163833
0.01168108,2017-06-22 13:40:00,0.01172279,0.0116001,0.01168108,91.36409225,1.06328198,0.01163785
0.01159032,2017-06-22 13:45:00,0.01169992,0.01159032,0.01168082,897.53157559,10.44365161,0.01163597
0.0116,2017-06-22 13:50:00,0.01168457,0.0116,0.01168456,371.12617547,4.32884062,0.01166406
0.01154712,2017-06-22 13:55:00,0.0116,0.01154712,0.0116,619.49192253,7.16255735,0.01156198
0.0116,2017-06-22 14:00:00,0.0116,0.01154715,0.01154715,44.79002805,0.51826132,0.0115709
0.01162,2017-06-22 14:05:00,0.011683,0.01152105,0.0116,389.09328737,4.51959067,0.01161569
0.0116201,2017-06-22 14:10:00,0.01168292,0.0116,0.01163001,199.10097213,2.31417698,0.01162313
0.0116,2017-06-22 14:15:00,0.01170991,0.0116,0.01165,260.68825403,3.03365456,0.01163709
0.01170965,2017-06-22 14:20:00,0.01170991,0.0116,0.0116,50.1633608,0.58482785,0.01165846
0.01170961,2017-06-22 14:25:00,0.01170979,0.0117096,0.01170974,84.0250841,0.9839037,0.01170964
0.01175999,2017-06-22 14:30:00,0.01175999,0.01165119,0.01170961,631.80542445,7.40387267,0.01171859
0.01176,2017-06-22 14:35:00,0.01176004,0.01165121,0.01175163,1429.8071891,16.75276319,0.01171679
0.01167,2017-06-22 14:40:00,0.01176003,0.01160588,0.01176,690.23455517,8.05294472,0.01166696
0.01175771,2017-06-22 14:45:00,0.01176,0.01167001,0.01175769,285.62199218,3.35097934,0.01173221
0.01167586,2017-06-22 14:50:00,0.01175771,0.01167,0.0117577,181.94300956,2.12571604,0.01168341
0.0117624,2017-06-22 14:55:00,0.0117624,0.01167011,0.0116817,251.41867877,2.94808336,0.01172579
