close,date,high,low,open,quoteVolume,volume,weightedAverage
0.01188441,1498089600,0.01188865,0.01177099,0.01177099,1167.35348545,13.85900048,0.01187215
0.0119,1498089900,0.0119,0.01187,0.01187,369.44632042,4.39604588,0.01189901
0.01198011,1498090200,0.012001,0.01189,0.0119,1211.63834808,14.50845414,0.01197424
0.012,1498090500,0.0120209,0.01198011,0.012001,1210.18614789,14.53354749,0.01200934
0.012034,1498090800,0.01203429,0.012,0.012,1075.90713707,12.9383048,0.01202548
0.012035,1498091100,0.01209399,0.01203429,0.01203429,957.49802584,11.54182579,0.01205415
0.01207799,1498091400,0.01209899,0.01203431,0.01203431,284.08022884,3.43115784,0.01207812
0.01191804,1498091700,0.012078,0.01180951,0.012078,3341.07392874,40.03367527,0.01198227
0.0118,1498092000,0.01191799,0.0118,0.01185262,394.48323048,4.68961526,0.01188799
0.01189745,1498092300,0.01189991,0.01176121,0.0118,570.87604249,6.77889071,0.01187454
0.01201,1498092600,0.01201,0.01183,0.01183004,273.19929324,3.25680004,0.01192096
0.01191575,1498092900,0.01204198,0.01191575,0.01191578,1127.34461454,13.46169109,0.01194106
0.01192296,1498093200,0.01202649,0.01191576,0.01202424,421.43811466,5.04107864,0.01196161
0.01195,1498093500,0.01203996,0.01183014,0.01192296,947.28089222,11.36467352,0.01199715
0.01178807,1498093800,0.012015,0.01178807,0.01188003,1299.06234777,15.42636898,0.011875
0.01187769,1498094100,0.01187769,0.01179,0.01179999,1298.05639999,15.31638024,0.01179947
0.01180228,1498094400,0.01187699,0.01180228,0.01187,56.51802758,0.66878958,0.0118332
0.01187769,1498094700,0.01187769,0.01180147,0.01187689,122.92309752,1.45708487,0.01185362
0.0118,1498095000,0.01187769,0.01179001,0.01181069,1172.3846992,13.83386236,0.01179976
0.01194,1498095300,0.01197478,0.01187766,0.01187766,200.66618232,2.39818037,0.01195109
0.012015,1498095600,0.012015,0.01195,0.01197,432.68316301,5.18272044,0.01197809
0.01201499,1498095900,0.012015,0.01194,0.012015,353.22760128,4.2265211,0.01196543
0.01188519,1498096200,0.01201499,0.0118206,0.01201499,117.39321994,1.39868057,0.01191449
0.01199975,1498096500,0.01199975,0.01188519,0.01188519,460.73440846,5.49582473,0.0119284
0.012,1498096800,0.01202927,0.01190001,0.01199975,589.63208192,7.07198575,0.01199389
0.01197101,1498097100,0.01204249,0.01197101,0.012,951.12529893,11.44281459,0.01203081
0.01203122,1498097400,0.01204249,0.01190019,0.01204248,219.04172289,2.62347789,0.01197706
0.0119999,1498097700,0.01203347,0.01191,0.01203347,24.87282501,0.29678953,0.01193228
0.01203,1498098000,0.01203343,0.01199,0.01199,144.10307585,1.72936321,0.01200087
0.01204249,1498098300,0.01204249,0.01199999,0.01203,142.69831864,1.71624716,0.0120271
0.01192253,1498098600,0.01204249,0.0119202,0.01204249,1363.57013032,16.36192491,0.01199932
